task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
5	8b/67d06e	53656	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:FQ1 (FastQC on k10_bird_S5)	CACHED	0	2024-08-04 01:41:34.127	7m 21s	7m 21s	-	-	-	-	-
10	a5/e2916f	53502	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:TRIM_ADAPT (Fastp on k12_bird_S7)	CACHED	0	2024-08-04 01:41:33.252	2m 15s	2m 15s	-	-	-	-	-
27	c8/d1dbf9	59433	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:TRIM_ADAPT (Fastp on k20_bird_S15)	CACHED	0	2024-08-04 01:50:08.565	3m 20s	2m 52s	-	-	-	-	-
23	40/a9402f	41271	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:TRIM_ADAPT (Fastp on k18_bird_S13)	CACHED	0	2024-08-04 00:38:16.696	1m 23s	1m 23s	-	-	-	-	-
1	3e/bc0830	53817	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:FQ1 (FastQC on plasm2mix2_S1)	CACHED	0	2024-08-04 01:41:34.734	15m 49s	15m 49s	-	-	-	-	-
40	cf/e4f03e	53879	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:FQ1 (FastQC on k30_bird_S23)	CACHED	0	2024-08-04 01:41:34.827	6m 52s	6m 52s	-	-	-	-	-
39	56/4b6670	55867	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:TRIM_ADAPT (Fastp on k26_bird_S21)	CACHED	0	2024-08-04 01:45:32.942	4m 1s	3m 37s	-	-	-	-	-
51	02/9505bc	63196	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:TRIM_4_NUCL (Cutadapt on k15_bird_S10)	CACHED	0	2024-08-04 02:02:25.882	3m 7s	3m 7s	-	-	-	-	-
52	43/2f0769	62237	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:TRIM_4_NUCL (Cutadapt on k13_bird_S8)	CACHED	0	2024-08-04 01:58:37.479	3m 45s	3m 45s	-	-	-	-	-
69	a2/7d338b	62530	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:TRIM_4_NUCL (Cutadapt on k14_bird_S9)	CACHED	0	2024-08-04 01:59:45.234	5m 18s	4m 10s	-	-	-	-	-
55	25/a21411	59772	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:TRIM_4_NUCL (Cutadapt on k16_bird_S11)	CACHED	0	2024-08-04 01:51:43.867	2m 38s	2m 31s	-	-	-	-	-
59	94/406736	60999	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:TRIM_4_NUCL (Cutadapt on k19_bird_S14)	CACHED	0	2024-08-04 01:54:13.250	2m 33s	2m 32s	-	-	-	-	-
48	bd/c23a36	60855	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:TRIM_4_NUCL (Cutadapt on k11_bird_S6)	CACHED	0	2024-08-04 01:53:28.809	2m 26s	2m 26s	-	-	-	-	-
47	8b/9390a1	61651	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:TRIM_4_NUCL (Cutadapt on k17_bird_S12)	CACHED	0	2024-08-04 01:56:46.394	2m 57s	2m 52s	-	-	-	-	-
65	4e/8a713a	61497	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:TRIM_4_NUCL (Cutadapt on k23_bird_S18)	CACHED	0	2024-08-04 01:56:09.828	2m 37s	2m 37s	-	-	-	-	-
53	a4/04c27d	59547	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:TRIM_4_NUCL (Cutadapt on k30_bird_S23)	CACHED	0	2024-08-04 01:50:55.784	3m 32s	2m 44s	-	-	-	-	-
57	09/623ad8	41539	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:TRIM_4_NUCL (Cutadapt on k18_bird_S13)	CACHED	0	2024-08-04 00:39:40.307	2m 38s	2m 38s	-	-	-	-	-
66	b7/e9fd69	62268	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:TRIM_4_NUCL (Cutadapt on k10_bird_S5)	CACHED	0	2024-08-04 01:58:47.693	4m 20s	4m 20s	-	-	-	-	-
64	b4/457899	63286	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:TRIM_4_NUCL (Cutadapt on k20_bird_S15)	CACHED	0	2024-08-04 02:03:08.227	2m 51s	2m 51s	-	-	-	-	-
62	a4/1ca88e	62519	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:TRIM_4_NUCL (Cutadapt on k8_bird_S3)	CACHED	0	2024-08-04 01:59:43.516	5m 13s	5m 13s	-	-	-	-	-
58	cf/3d7045	61404	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:TRIM_4_NUCL (Cutadapt on k25_bird_S20)	CACHED	0	2024-08-04 01:55:55.064	2m 42s	2m 42s	-	-	-	-	-
68	45/948174	62650	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:TRIM_4_NUCL (Cutadapt on k28_bird_S22)	CACHED	0	2024-08-04 02:00:49.625	4m 29s	3m 26s	-	-	-	-	-
56	9b/d0d050	60671	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:TRIM_4_NUCL (Cutadapt on k12_bird_S7)	CACHED	0	2024-08-04 01:53:11.926	2m 58s	2m 58s	-	-	-	-	-
60	9d/8363dc	62579	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:TRIM_4_NUCL (Cutadapt on k21_bird_S16)	CACHED	0	2024-08-04 02:00:15.310	4m 49s	4m 11s	-	-	-	-	-
54	c0/62c6ec	61643	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:TRIM_4_NUCL (Cutadapt on k26_bird_S21)	CACHED	0	2024-08-04 01:56:46.195	3m 6s	3m 6s	-	-	-	-	-
49	00/755f08	59522	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:TRIM_4_NUCL (Cutadapt on k24_bird_S19)	CACHED	0	2024-08-04 01:50:41.784	3m 31s	2m 29s	-	-	-	-	-
67	8b/ecc0ba	63099	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:TRIM_4_NUCL (Cutadapt on k22_bird_S17)	CACHED	0	2024-08-04 02:02:06.584	2m 42s	2m 42s	-	-	-	-	-
50	0b/598302	61018	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:TRIM_4_NUCL (Cutadapt on k9_bird_S4)	CACHED	0	2024-08-04 01:54:21.528	2m 25s	2m 24s	-	-	-	-	-
61	e0/2eaf77	60688	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:TRIM_4_NUCL (Cutadapt on PLmix2_S2)	CACHED	0	2024-08-04 01:53:18.184	6m 26s	6m 26s	-	-	-	-	-
63	d4/16a240	61126	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:TRIM_4_NUCL (Cutadapt on plasm2mix2_S1)	CACHED	0	2024-08-04 01:54:28.271	7m 38s	7m 38s	-	-	-	-	-
86	e9/0a0507	63610	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:KRAKEN2 (Kraken2 on k24_bird_S19)	CACHED	0	2024-08-04 02:05:04.974	9m 56s	9m 56s	-	-	-	-	-
70	d1/fde2f8	76623	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:KRAKEN2 (Kraken2 on k15_bird_S10)	CACHED	0	2024-08-04 03:35:28.388	11m 25s	11m 25s	-	-	-	-	-
77	a2/32ef24	69225	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:KRAKEN2 (Kraken2 on k17_bird_S12)	CACHED	0	2024-08-04 02:43:15.760	8m 56s	8m 56s	-	-	-	-	-
78	2c/b8f762	64866	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:KRAKEN2 (Kraken2 on k30_bird_S23)	CACHED	0	2024-08-04 02:15:01.244	9m 6s	9m 6s	-	-	-	-	-
72	c9/952547	66462	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:KRAKEN2 (Kraken2 on k19_bird_S14)	CACHED	0	2024-08-04 02:24:20.274	9m 14s	9m 14s	-	-	-	-	-
73	06/45ceaa	72166	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:KRAKEN2 (Kraken2 on k13_bird_S8)	CACHED	0	2024-08-04 03:03:32.474	6m 52s	6m 52s	-	-	-	-	-
88	9a/dbf6f8	75463	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:KRAKEN2 (Kraken2 on k21_bird_S16)	CACHED	0	2024-08-04 03:27:05.851	8m 22s	8m 22s	-	-	-	-	-
90	2b/a272a1	71778	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:KRAKEN2 (Kraken2 on plasm2mix2_S1)	CACHED	0	2024-08-04 03:00:34.170	11m 7s	11m 7s	-	-	-	-	-
89	04/a2de86	66419	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:KRAKEN2 (Kraken2 on k12_bird_S7)	CACHED	0	2024-08-04 02:24:07.393	9m 44s	9m 44s	-	-	-	-	-
79	29/efb6b7	41877	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:KRAKEN2 (Kraken2 on k18_bird_S13)	CACHED	0	2024-08-04 00:42:18.726	6m 30s	6m 30s	-	-	-	-	-
84	3e/e53747	75693	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:KRAKEN2 (Kraken2 on k28_bird_S22)	CACHED	0	2024-08-04 03:28:06.112	8m 39s	8m 39s	-	-	-	-	-
76	b7/eb17d3	69059	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:KRAKEN2 (Kraken2 on k23_bird_S18)	CACHED	0	2024-08-04 02:42:25.180	8m 40s	8m 40s	-	-	-	-	-
91	c5/8846ac	70393	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:KRAKEN2 (Kraken2 on PLmix2_S2)	CACHED	0	2024-08-04 02:51:04.939	12m 27s	12m 27s	-	-	-	-	-
85	52/4b465e	70521	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:KRAKEN2 (Kraken2 on k26_bird_S21)	CACHED	0	2024-08-04 02:52:11.717	8m 22s	8m 22s	-	-	-	-	-
83	35/e2f0de	74187	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:KRAKEN2 (Kraken2 on k8_bird_S3)	CACHED	0	2024-08-04 03:18:35.756	8m 30s	8m 30s	-	-	-	-	-
74	5a/95f8ce	63676	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:KRAKEN2 (Kraken2 on k16_bird_S11)	CACHED	0	2024-08-04 02:05:33.480	9m 47s	9m 47s	-	-	-	-	-
92	13/2ed69f	73371	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:KRAKEN2 (Kraken2 on k22_bird_S17)	CACHED	0	2024-08-04 03:11:41.556	7m 43s	7m 43s	-	-	-	-	-
87	47/a52f4a	67648	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:KRAKEN2 (Kraken2 on k9_bird_S4)	CACHED	0	2024-08-04 02:33:34.534	8m 50s	8m 50s	-	-	-	-	-
71	e0/a6eb5c	65069	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:KRAKEN2 (Kraken2 on k11_bird_S6)	CACHED	0	2024-08-04 02:15:20.857	8m 59s	8m 59s	-	-	-	-	-
82	25/cc9ed6	67758	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:KRAKEN2 (Kraken2 on k25_bird_S20)	CACHED	0	2024-08-04 02:33:51.576	9m 24s	9m 24s	-	-	-	-	-
75	ba/b951ea	74424	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:KRAKEN2 (Kraken2 on k14_bird_S9)	CACHED	0	2024-08-04 03:19:24.962	8m 41s	8m 41s	-	-	-	-	-
81	8a/0941a9	76831	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:KRAKEN2 (Kraken2 on k20_bird_S15)	CACHED	0	2024-08-04 03:36:46.022	11m 30s	11m 30s	-	-	-	-	-
80	be/753eff	73146	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:KRAKEN2 (Kraken2 on k10_bird_S5)	CACHED	0	2024-08-04 03:10:24.409	8m 11s	8m 11s	-	-	-	-	-
96	63/d1d775	16089	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:EXTRACT_KRAKEN_READS (Extract kraken reads on k24_bird_S19)	CACHED	0	2024-08-04 12:59:00.307	7m 40s	7m 40s	-	-	-	-	-
126	a1/721937	16083	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:EXTRACT_KRAKEN_READS (Extract kraken reads on k18_bird_S13)	CACHED	0	2024-08-04 12:59:00.115	7m 36s	7m 36s	-	-	-	-	-
144	71/081bb0	76838	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:BRACKEN_EACH (Bracken on k28_bird_S22)	CACHED	0	2024-08-04 03:36:46.361	35.6s	35.4s	-	-	-	-	-
116	f8/9bf16f	76700	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:BRACKEN_EACH (Bracken on k21_bird_S16)	CACHED	0	2024-08-04 03:35:35.124	2.6s	2.5s	-	-	-	-	-
131	88/ff2633	73424	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:BRACKEN_EACH (Bracken on plasm2mix2_S1)	CACHED	0	2024-08-04 03:11:43.975	5.8s	5.2s	-	-	-	-	-
145	89/cc9fbe	75755	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:BRACKEN_EACH (Bracken on k8_bird_S3)	CACHED	0	2024-08-04 03:28:12.661	2.5s	2.3s	-	-	-	-	-
142	58/1e16b1	76926	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:BRACKEN_EACH (Bracken on k28_bird_S22)	CACHED	0	2024-08-04 03:37:22.225	4.5s	4.2s	-	-	-	-	-
111	0b/90646f	73243	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:BRACKEN_EACH (Bracken on k13_bird_S8)	CACHED	0	2024-08-04 03:10:33.783	4.2s	4.1s	-	-	-	-	-
118	03/a045a3	67717	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:BRACKEN_EACH (Bracken on k19_bird_S14)	CACHED	0	2024-08-04 02:33:43.073	2.4s	2.2s	-	-	-	-	-
146	a0/a3fb18	75700	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:BRACKEN_EACH (Bracken on k8_bird_S3)	CACHED	0	2024-08-04 03:28:06.660	5.4s	5.4s	-	-	-	-	-
112	54/0a4568	73152	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:BRACKEN_EACH (Bracken on k13_bird_S8)	CACHED	0	2024-08-04 03:10:24.640	9s	8.8s	-	-	-	-	-
139	d7/009bae	70795	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:BRACKEN_EACH (Bracken on k23_bird_S18)	CACHED	0	2024-08-04 02:52:28.559	2.2s	2.1s	-	-	-	-	-
104	ff/bc91fd	70839	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:BRACKEN_EACH (Bracken on k17_bird_S12)	CACHED	0	2024-08-04 02:52:30.933	2.2s	2s	-	-	-	-	-
137	46/f344aa	72172	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:BRACKEN_EACH (Bracken on PLmix2_S2)	CACHED	0	2024-08-04 03:03:32.583	2.6s	2.4s	-	-	-	-	-
158	9c/6b1fbe	67405	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:BRACKEN_EACH (Bracken on k11_bird_S6)	CACHED	0	2024-08-04 02:31:21.515	3.6s	3.5s	-	-	-	-	-
119	47/5188e5	67661	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:BRACKEN_EACH (Bracken on k19_bird_S14)	CACHED	0	2024-08-04 02:33:35.713	7s	5.8s	-	-	-	-	-
110	30/1633c6	67338	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:BRACKEN_EACH (Bracken on k30_bird_S23)	CACHED	0	2024-08-04 02:31:15.178	3.6s	3.5s	-	-	-	-	-
123	8e/507c08	67765	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:BRACKEN_EACH (Bracken on k12_bird_S7)	CACHED	0	2024-08-04 02:33:51.817	4.5s	4.4s	-	-	-	-	-
107	e7/2f438d	70886	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:BRACKEN_EACH (Bracken on k17_bird_S12)	CACHED	0	2024-08-04 02:52:33.297	4.2s	4.1s	-	-	-	-	-
134	4f/deb3a0	73378	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:BRACKEN_EACH (Bracken on plasm2mix2_S1)	CACHED	0	2024-08-04 03:11:41.780	1.9s	1.8s	-	-	-	-	-
127	aa/7dfc3d	43788	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:BRACKEN_EACH (Bracken on k18_bird_S13)	CACHED	0	2024-08-04 00:53:01.161	3.1s	2.9s	-	-	-	-	-
97	c9/e238cf	78301	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:BRACKEN_EACH (Bracken on k15_bird_S10)	CACHED	0	2024-08-04 03:46:53.608	8s	7.9s	-	-	-	-	-
179	3b/b9f1e3	78509	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:BRACKEN_EACH (Bracken on k20_bird_S15)	CACHED	0	2024-08-04 03:48:16.857	6.6s	6.5s	-	-	-	-	-
180	ad/3aec79	75811	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:BRACKEN_EACH (Bracken on k14_bird_S9)	CACHED	0	2024-08-04 03:28:17.811	4.2s	4.1s	-	-	-	-	-
167	6d/508fb5	69067	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:BRACKEN_EACH (Bracken on k9_bird_S4)	CACHED	0	2024-08-04 02:42:25.449	5.1s	4.4s	-	-	-	-	-
